Gene,0,5,10,15,20,30,40,50,60,HalfLife
YBR126C,1.0,,1.162607276,,0.986563929,0.696035005,0.500221369,,0.230147429,60.0
YDR074W,1.0,,1.128099489,1.201043555,1.079345745,0.715795822,0.578502472,0.461964603,0.396040363,50.0
YPL074W,1.0,0.75222302,0.710818146,0.783052371,0.814968916,,0.612621888,0.442902877,0.258528597,50.0
YMR199W,1.0,1.214288602,0.68877712,,1.0,0.868393855,0.565341511,,0.214805721,60.0
YPL031C,1.0,,0.731193096,0.628004412,0.577679347,,0.565773482,,0.421192351,60.0
YLR284C,1.0,,,0.914157657,,1.178535783,0.954903482,0.385943251,0.094324456,50.0
YDR166C,1.0,0.910444609,0.903609786,,1.011277458,1.139156872,0.573778704,0.569269402,0.357674322,60.0
YDR019C,1.0,0.8435934,1.069831809,,0.695402935,0.830698453,,0.714205613,0.321012775,60.0
YPL036W,1.0,0.975320676,1.10886745,1.085436733,0.927722409,,0.543559391,,0.420077137,60.0
YPR036W,1.0,,0.842555134,0.804830036,0.772028158,,0.508993891,,0.233684253,60.0
YJL088W,1.0,,,1.016822879,,0.997825418,0.84945205,0.911122358,0.274915995,60.0
YPR047W,1.0,,0.975762476,1.193887891,,,1.121573545,,0.340073653,60.0
YER178W,1.0,0.871324449,,0.642507776,0.912075484,,0.706303274,0.251235688,0.24206026,50.0
YDR529C,1.0,,1.140769393,0.708666452,1.099878839,,0.520481119,0.111418453,0.358133214,50.0
YHR001W-A,1.0,,0.928828006,1.007392302,,,,,0.339930924,60.0
YBR039W,1.0,0.704193683,0.521694232,0.588915059,0.532540635,,,0.212107547,0.164460323,50.0
YPR020W,1.0,0.709125783,0.734456932,0.566443471,,,0.680618531,,0.252068567,60.0
YDR377W,1.0,,1.165989398,0.583804001,,0.681013843,,0.320941977,0.076756382,50.0
YGR180C,1.0,0.888400766,0.710087606,0.90041809,1.005306454,0.769962162,0.923626379,0.292988153,0.380604079,50.0
YJL026W,1.0,0.74726242,0.865042969,1.028906154,0.852135264,0.733940735,0.555030999,0.495983589,0.35873439,50.0
YGL208W,1.0,,0.902698359,,,0.801075489,0.650503914,,0.470390701,60.0
YGR113W,1.0,,,1.003580659,,0.660652483,0.625108354,0.496132606,0.28619735,50.0
YNL225C,1.0,0.737262493,0.948236759,0.882674508,0.768882756,0.83298952,0.539595344,,0.24529806,60.0
YDR201W,1.0,1.033162691,0.661404969,1.09796333,0.86515326,,,0.660832471,0.291021842,60.0
YMR065W,1.0,0.550968372,1.20695488,0.856422515,,0.943268487,0.666277206,0.526365221,0.237887041,60.0
YLR067C,1.0,0.643027871,0.987895769,1.020455497,0.738414147,,0.542674833,0.506559901,0.268609199,60.0
YOR116C,1.0,1.151805846,,0.815930614,0.963264223,,0.684130938,,0.267581443,60.0
YNR003C,1.0,0.763790156,0.566760553,,,,0.688201369,0.463317153,0.240126064,50.0
YAL001C,1.0,,0.923244696,0.886816644,,,0.512133527,0.342464599,0.316106718,50.0
YGL237C,1.0,0.572733617,,,0.587827833,,0.534891001,,0.169645915,60.0
YML043C,1.0,,0.95812582,0.87443682,,,0.564026078,0.491329483,0.582350351,50.0
YGL226C-A,1.0,1.007341063,,0.572134353,,,,0.447293842,0.172688346,50.0
YDR129C,1.0,0.75074295,0.911676036,0.827586559,0.722983138,0.562033726,0.504119473,,0.2259325,60.0
YAL029C,1.0,,,1.06237206,0.880930089,,0.713903293,0.370787484,0.382126814,50.0
YGL005C,1.0,,0.650130643,,,1.159518491,,,0.221512848,60.0
YPL155C,1.0,,0.526818053,0.891809746,,0.924232208,0.678745349,,0.214147479,60.0
YKR054C,1.0,0.980939787,0.614932439,0.740136335,0.78857983,0.757988594,0.838470427,0.276041204,0.205838471,50.0
YBR081C,1.0,0.855741459,0.673055984,,0.909612283,0.829905767,0.513042758,0.399999091,0.593052736,50.0
YIL109C,1.0,0.835638692,0.630012614,0.523836739,0.569056556,,0.520650493,,0.253648434,60.0
YHR012W,1.0,0.72640445,0.517807645,,0.795133878,,0.60506214,,0.269179889,60.0
YOR132W,1.0,1.121083629,0.975135112,0.643637252,,0.816563013,0.753932805,,0.340635351,60.0
YJR089W,1.0,,0.742575093,0.643758509,0.726122595,,0.511168394,0.17435104,0.284262294,50.0
YOR261C,1.0,0.684312898,0.54262561,0.532540719,0.527947101,0.517002332,,0.20904949,0.193276436,50.0
YDL102W,1.0,0.781248094,1.128973856,0.699782639,1.001525485,0.765515041,0.702558041,0.432555633,0.178527113,50.0
YNL088W,1.0,0.798958684,0.711457355,,,0.930719338,0.589069352,,0.439739508,60.0
YER176W,1.0,0.913284375,0.719160226,,,,,0.145889862,0.049479849,50.0
YCR014C,1.0,0.849375187,0.987088644,,,,0.643360167,0.40562809,,50.0
YBR142W,1.0,0.799292908,,0.796260791,,,0.683203681,,0.309961004,60.0
YER172C,1.0,1.168773137,0.717955347,,0.90125815,,0.770952204,0.412099793,0.255502367,50.0
YHR165C,1.0,,0.807686487,,,,0.681622889,,0.489840052,60.0
YGR091W,1.0,,,,,0.637406563,0.771416835,,0.243327809,60.0
YNL221C,1.0,0.766012676,0.924643764,0.664812372,0.919764177,0.842898112,0.666889951,,0.263681626,60.0
YMR059W,1.0,0.781180878,0.959091696,0.733281415,,,0.57890536,0.320995626,0.330253342,50.0
YHR006W,1.0,,0.859035202,1.033717112,,,0.685700758,0.871923029,0.462398333,60.0
YPR080W,1.0,,,0.788169708,0.772999366,0.738897142,0.673728891,0.774073225,0.286797025,60.0
YGL103W,1.0,0.84273965,0.727646433,0.86059218,0.84273965,0.673722672,0.508917894,0.333416217,0.306255559,50.0
YLR312W-A,1.0,,1.143464987,0.866780245,,,1.045847168,,0.281488894,60.0
YJL096W,1.0,,,1.0253274,,0.682645147,0.513070708,0.522488753,0.125184912,60.0
YLR439W,1.0,1.092704161,,0.768133341,1.176156302,,0.55617061,1.000767742,0.275645519,60.0
YDR347W,1.0,,0.588137058,0.650502912,0.5792699,,0.710802727,,0.202957869,60.0
YPL022W,1.0,1.101185913,,0.946276459,1.101185913,0.68883746,,0.554984039,0.287948343,60.0
YOR005C,1.0,,,0.591597069,,,1.236556481,0.53202818,0.157533798,60.0
YMR224C,1.0,0.808194466,,0.883908855,1.205919247,,0.727247406,,0.212964329,60.0
YGR092W,1.0,0.800450191,,1.035139051,0.831854874,,0.775796626,,0.208715781,60.0
YDR207C,1.0,0.961803658,0.568325319,0.620599912,0.842754018,0.888894,0.529862955,0.334462834,0.182465968,50.0
YER001W,1.0,0.978784023,0.808354763,0.869796384,0.941137792,0.743373893,0.744522524,,0.310593168,60.0
YOR151C,1.0,1.070983857,0.665545529,0.871964585,0.805702834,0.69314449,0.552946026,0.36929096,0.361108985,50.0
YOR174W,1.0,0.791669486,0.732407944,0.704282429,,,0.738150967,0.313041103,0.2587327,50.0
YNR010W,1.0,,0.688233718,1.097204392,,,0.722343822,0.647704885,0.321093394,60.0
YNL236W,1.0,0.604818858,,0.65065448,0.628668205,0.699229691,,,0.051255194,60.0
YJL034W,1.0,,1.19931597,,1.189233823,0.739232801,0.525713309,0.485808977,0.247967648,50.0
YML039W,1.0,1.069519616,0.506250569,0.984674468,0.830667176,0.773426862,0.568439026,0.462756094,0.144915725,50.0
YML102C-A,1.0,1.167305851,1.049234299,0.716373299,0.855185051,,0.630950412,0.939943633,0.461601623,60.0
YMR050C,1.0,0.912121858,,0.851275939,1.117481022,0.667219217,0.600597478,0.648734344,0.272459398,60.0
YER138C,1.0,1.007873054,0.895320041,1.106731949,,0.685289048,0.685289048,0.762345737,0.378157404,60.0
YML013C-A,1.0,,0.675079414,1.030806153,,1.198257707,0.632231734,0.279457865,0.482235776,50.0
YKL060C,1.0,0.832976858,0.601233933,0.811309377,,0.543316311,0.638195876,0.417672962,0.305189819,50.0
YGR192C,1.0,0.747776585,1.030662809,,1.052354738,0.709810194,0.725264039,0.464482556,0.336038514,50.0
YHR174W,1.0,0.701696378,0.779766378,0.754218515,0.785196681,0.576941793,0.565834163,0.267527863,0.288999695,50.0
YGR254W,1.0,0.755028195,0.676618434,0.83205607,0.709314748,0.511863751,0.519020971,0.361693312,0.270123748,50.0
YCR013C,1.0,,,1.160840829,1.117387063,0.608449704,0.798680544,0.246944683,0.283397311,50.0
YKL153W,1.0,,0.974310944,1.043602725,,,,0.871301123,0.238483438,60.0
YCR012W,1.0,,0.982587,1.075175528,,1.116983721,0.948976638,0.848693717,0.313435328,60.0
YLR134W,1.0,0.876375885,,1.109773558,1.086896416,1.0,0.641045597,0.757407266,0.405020038,60.0
YLL039C,1.0,0.771239451,1.057659014,,,,0.793237987,0.322343725,0.201345761,50.0
YDR033W,1.0,0.805295083,0.659220116,0.997858576,0.66402013,,,0.267016331,0.153261581,50.0
YDR077W,1.0,0.901013533,1.010288402,1.091029842,,0.56262609,0.7747994,0.477672617,0.632589984,50.0
YGL245W,1.0,0.678291809,0.844198241,0.648929205,0.746746979,0.544266591,0.557850548,0.260494507,0.206904289,50.0
YGL055W,1.0,0.815265638,0.510932246,0.722990645,0.521893671,,0.510184377,0.084573497,0.115232665,50.0
YDR037W,1.0,0.766925644,,0.712551561,0.724125922,,0.60132654,0.257584518,0.134566372,50.0
YPR149W,1.0,0.628163982,0.796437238,1.0,0.934375199,0.553399902,0.644722224,,0.332579101,60.0
YMR075C-A,1.0,,,1.145037312,,1.171362315,0.881990948,0.764679792,0.236125017,60.0
YMR072W,1.0,0.666089838,0.555825498,0.500099559,,0.718864677,0.633170271,0.289060657,0.300603945,50.0
YLR217W,1.0,1.061970115,0.815708902,,,1.158083319,0.892839437,0.497299384,0.391017608,50.0
YKR047W,1.0,,0.863466884,0.534205038,,,0.643957869,0.393878382,0.26380741,50.0
YBR041W,1.0,0.55763371,,0.703293774,,,0.65709521,0.227198318,0.041481257,50.0
YGR182C,1.0,0.674564348,,0.713734812,0.661971125,,,0.360646764,0.576941695,50.0
YBL088C,1.0,0.627625192,0.88925615,,0.728237475,0.717012003,0.603277841,0.39101372,,50.0
YNR069C,1.0,0.837393617,0.79954524,0.944375946,,,1.0,,0.059133678,60.0
YCR028C,1.0,0.606534449,0.849360147,1.031263666,0.647506087,0.816611369,0.685268139,0.109281422,0.349078962,50.0
YPL154C,1.0,,1.036048352,0.922257274,,1.208655555,0.672552835,0.393719838,0.591748762,50.0
YBR035C,1.0,0.79932067,0.716639922,0.90976496,0.714100612,,0.603296069,,0.209523669,60.0
YDR366C,1.0,1.181551497,1.0,,1.202355016,1.087348187,0.503195776,0.512664198,0.460737163,60.0
YER183C,1.0,,0.78004727,1.034550055,0.646634008,0.973862977,0.656923816,0.798339019,0.369598817,60.0
YLR216C,1.0,0.949847346,,,,0.75869514,1.036574751,0.47890554,0.578375028,50.0
YBR054W,1.0,0.972501463,,,,0.631806658,0.593735469,0.571010618,0.285626781,60.0
YMR031W-A,1.0,,,0.992492874,0.965164597,,0.873185953,,0.470712998,60.0
YNL208W,1.0,0.958509466,1.079441277,0.848366217,,1.027773165,0.675707373,0.541030702,0.335530314,60.0
YMR297W,1.0,0.990544048,0.696444593,0.782125908,,0.591564463,0.741732131,0.414425535,0.257623482,50.0
YDR035W,1.0,0.648681366,0.533509326,,0.576877545,,,0.069281765,0.187358889,50.0
YKL086W,1.0,0.767598161,0.746189153,,,0.735705196,0.598944588,0.675763907,0.480170973,60.0
YDL174C,1.0,0.660655011,0.81797707,0.580410872,0.644923631,,,,0.24310205,60.0
YMR316C-A,1.0,1.09724338,0.644445391,,,,,0.423021934,0.649139499,50.0
YMR251W-A,1.0,1.023071288,1.202081226,1.174610866,,0.695256985,0.897158361,0.564744304,0.465529928,60.0
YIR037W,1.0,0.677281888,0.619830425,0.627547616,0.848946843,0.532025801,0.502381509,,0.114850672,60.0
YCR033W,1.0,0.652104361,0.677972608,,0.667517605,,0.652104361,0.423071705,0.231285023,50.0
YMR074C,1.0,0.877305708,0.688983196,0.635298786,,0.831613309,0.597951193,0.417175614,0.260999148,50.0
YMR173W,1.0,0.692316505,1.030563521,0.962968195,,0.577452569,0.714229866,0.563775557,0.254500896,60.0
YBR230C,1.0,0.86090677,0.701987323,,0.870552181,,0.583524719,,0.214785121,60.0
YJL121C,1.0,0.98499723,0.96463488,0.911197113,0.943316131,0.757933188,0.546220034,0.100980344,0.268322169,50.0
YGR284C,1.0,,0.605037056,0.908119747,,0.676410349,0.732262857,,0.271988758,60.0
YDR342C,1.0,,1.196469651,,,,0.918880266,0.597849892,0.274042713,60.0
YLR425W,1.0,0.861738477,0.764703356,,0.833698615,0.90676433,0.905985738,0.780477779,0.289805433,60.0
YLL014W,1.0,1.034552123,0.53017501,,,,,,0.220368996,60.0
YER060W-A,1.0,1.133127432,0.786896017,0.916673363,0.961335837,,0.60862906,,0.310217642,60.0
YDR343C,1.0,0.971885384,,,,,0.693842179,0.413221204,0.249257472,50.0
YOR015W,1.0,0.770993171,0.782826614,1.06534287,1.07328645,,0.89031849,,0.313315024,60.0
YLR022C,1.0,0.794756085,0.706459214,,0.711695536,0.64974373,,0.31571493,0.4431356,50.0
YML004C,1.0,,0.638451036,0.657392034,,0.525171071,,0.573566247,0.225751254,60.0
YKR048C,1.0,0.674818516,0.823298329,0.739367208,0.645311772,,0.543911568,,0.272610752,60.0
YPR073C,1.0,,0.64147371,0.907358411,,,0.5264403,0.360013534,0.355634073,50.0
YCL035C,1.0,0.836809499,0.740957122,0.760016488,,0.725511617,0.501222068,,0.216453966,60.0
YOL052C-A,1.0,0.663239372,,0.918776743,1.115355396,0.7454909,0.71334831,0.314092587,0.278497317,50.0
YPL135W,1.0,0.809393521,1.187563659,,1.209547278,,0.874480169,0.383578065,0.745958522,50.0
YMR099C,1.0,,0.602307108,,0.794134033,,0.514350196,0.408283203,0.419535606,50.0
YDL089W,1.0,0.633105611,0.669525851,,,,,0.299729528,,50.0
YGL026C,1.0,0.826954103,0.581334102,0.719638336,0.901574837,0.630358764,0.50787464,,0.304936626,60.0
YOR375C,1.0,1.075259872,0.918272402,0.641295815,0.783403268,0.633197078,0.621236865,0.609498406,0.19296074,60.0
YJL075C,1.0,0.75913077,0.922700007,0.649012864,,,,,0.443413353,60.0
YOL081W,1.0,0.837070916,1.026617574,0.830709183,,0.843476898,0.685188774,0.581003487,0.152802612,60.0
YCR082W,1.0,0.817687838,0.570613745,0.696681887,,,,,0.360750352,60.0
YDR513W,1.0,0.674557403,0.518560361,0.811877091,0.598338302,,0.949341798,,0.256918214,60.0
YMR058W,1.0,1.027223308,0.723977075,0.753210592,1.025580232,,0.514866918,,0.252160136,60.0
YNL014W,1.0,1.182002363,1.225532372,,,,0.50499201,0.936682862,0.480719839,60.0
YDR139C,1.0,0.610340618,0.854540284,,0.53064769,0.672346342,0.590846602,0.717886564,0.193787508,60.0
YOR172W,1.0,0.795135117,0.764377462,0.576494223,,,0.740527426,0.410076967,0.227300273,50.0
YJR125C,1.0,0.555275015,0.658809981,,1.056341372,,0.682584452,0.073436523,0.167084033,50.0
YPL199C,1.0,,0.557891736,,,,0.534068596,,0.218895841,60.0
YGL041C,1.0,0.552837969,0.718580721,0.80843097,0.864757836,0.793322329,0.649133659,,0.446344011,60.0
YPL226W,1.0,0.836230229,0.603017854,0.681791377,0.817608849,0.692266615,0.59377133,0.353511921,0.219707191,50.0
YJR044C,1.0,0.752759191,0.792359562,0.572068501,,,0.694976011,,0.178812619,60.0
YER137C,1.0,0.92912603,0.679716026,1.083850538,1.107850422,,0.512754475,0.331728519,0.456359003,50.0
YBR089W,1.0,,0.917432553,0.917432553,,,0.688472827,0.747640109,0.136719495,60.0
YLR072W,1.0,,,,,,0.974535741,0.626719451,0.463994333,60.0
YMR247C,1.0,1.254855669,1.12169051,,1.09262707,1.073584496,0.743271207,0.354726199,0.069930457,50.0
YPR112C,1.0,0.80057594,,0.753901621,1.040700668,0.78247531,0.617621161,,0.103036913,60.0
YMR077C,1.0,,0.515080758,,,,0.571367808,,0.428157268,60.0
YER003C,1.0,0.861884978,0.901296742,0.806437362,0.653575556,0.633336567,0.557329329,,0.193619689,60.0
YGR139W,1.0,0.904806364,0.704588825,1.004854442,,,0.727792976,0.358986417,0.144914477,50.0
YNL160W,1.0,0.759430569,0.788449144,0.887705627,1.012605204,0.576379071,0.774975636,0.398165797,0.427198997,50.0
YER004W,1.0,0.608728533,0.54514823,0.586796496,0.757551832,,0.57823431,,0.347712335,60.0
YMR128W,1.0,0.707042143,0.734206658,1.179453469,1.088223738,0.680802951,0.528669985,0.286516368,0.283859626,50.0
YMR175W,1.0,1.002723223,,0.905880891,0.736511461,0.690247305,0.662608211,0.344876333,0.257381428,50.0
YDR135C,1.0,0.989178799,0.727667736,0.899961752,0.706506296,0.893426139,0.53623107,0.279171592,0.335407088,50.0
YML023C,1.0,,0.536952989,0.813517873,,,0.552967098,,0.437006149,60.0
YOR044W,1.0,1.126160362,0.798256853,,,0.634817515,,0.170451459,0.337364824,50.0
YJR048W,1.0,0.63140893,0.743396511,0.535193596,,,0.679427156,,0.372002998,60.0
YLR031W,1.0,0.553949965,0.992550235,,0.941823005,0.948919934,0.637992785,0.773558904,0.46074845,60.0
YDR209C,1.0,,0.723884491,0.779552444,,,,0.294018041,0.63292741,50.0
YKR095W,1.0,0.794677924,0.777050342,0.800635713,0.95674363,,0.578334016,0.737317208,0.256018921,60.0
YMR173W-A,1.0,1.010937246,,,,1.033132734,0.904062377,0.58577325,0.470345318,60.0
YKL094W,1.0,0.866586114,0.583167868,,0.92592573,,0.698719229,0.688338928,0.326990555,60.0
YLR327C,1.0,0.794214418,,,,,,0.449105842,0.548065686,50.0
YGR137W,1.0,,0.891297032,,,1.063797078,0.605077907,0.915294612,0.3276669,60.0
YPL235W,1.0,0.887381976,1.014975852,,0.757311879,,0.583020836,0.498124063,0.372041871,50.0
YDR138W,1.0,1.129537441,0.971678462,,,,0.605318772,1.028866568,-0.082611574,60.0
YPR054W,1.0,,0.554846886,1.177219704,,0.932441324,0.655466142,0.803672924,0.315946643,60.0
YDR355C,1.0,,0.525508318,,1.171872813,,0.723689229,0.402056881,0.305133383,50.0
YMR071C,1.0,,0.762773289,,,,0.60374885,,0.433505291,60.0
YPL126W,1.0,1.186774743,0.795184432,0.703817698,,0.526599401,,,0.247896804,60.0
YMR073C,1.0,,0.743306522,,,,0.627524418,,0.370005743,60.0
YNL323W,1.0,0.74894524,0.857844911,0.57642295,,,,,0.195504508,60.0
YPL120W,1.0,,0.908126426,,,0.585603435,0.514021126,,0.455634015,60.0
YPR050C,1.0,,0.599991817,0.613247415,,0.604988462,0.624890479,0.426054734,0.440885406,50.0
YNR005C,1.0,0.504930379,0.912281048,,,0.876178836,,0.346504837,0.308315855,50.0
YHR145C,1.0,,0.796291218,,1.136692633,,0.599051987,0.603135733,0.270506943,60.0
YPL052W,1.0,,,,0.981539233,,,,0.141492592,60.0
YDR527W,1.0,0.731905417,0.921617328,0.577772998,0.548691085,,0.501752125,,0.232933473,60.0
YLR334C,1.0,0.588182516,1.009175061,0.51913892,,0.958101679,0.517551034,,0.317764401,60.0
YNR057C,1.0,,0.721426006,0.958792987,0.959495688,,0.577471875,0.758880809,0.347913806,60.0
YBR033W,1.0,0.747352407,0.758550724,,0.816931254,,0.810909427,0.668135368,0.432165338,60.0
YBR183W,1.0,,0.609493606,0.756287998,0.826645862,0.922558098,0.534006878,0.737943712,0.262664479,60.0
YFR003C,1.0,0.850787159,,0.832761552,0.596685015,,,,0.332227519,60.0
YOR012W,1.0,,0.93276632,0.736267032,,,0.741770828,0.869176469,0.273098331,60.0
YKL150W,1.0,0.888907633,0.980795357,0.916795406,,1.051307936,0.704256324,0.364987029,0.491594271,50.0
YOR216C,1.0,0.759427982,0.769664915,0.680439323,0.826472273,0.568881927,0.625906651,,0.195533355,60.0
YGR116W,1.0,,0.619304127,,,,0.548414049,0.500174286,0.279319368,60.0
YEL063C,1.0,0.554575581,0.615435572,,,,0.737027351,0.444363913,0.51169026,50.0
YPR115W,1.0,0.733137095,0.838076095,,,,0.529600071,0.733137095,0.422860183,60.0
YOL106W,1.0,0.538474648,,0.767176463,,0.592808189,0.505970043,0.802765909,0.34527731,60.0
YOR121C,1.0,1.029714812,,1.007351645,,,0.629349252,,0.285488545,60.0
YBR206W,1.0,1.005510964,0.749269686,0.848884952,0.89591924,0.671131337,0.783522653,0.685922543,0.369259716,60.0
YLR309C,1.0,1.042249683,0.872366212,,1.16193954,,0.584596765,0.609098621,0.478280368,60.0
YDR357C,1.0,,0.657373161,,1.033146018,,0.933599603,0.527490946,0.467472751,60.0
YDR214W,1.0,,,,,0.557236722,0.777836723,,0.226571569,60.0
YFR057W,1.0,0.837806436,0.819364278,1.148974032,,,0.516733454,0.570958026,0.258504058,60.0
YMR195W,1.0,,0.770510003,0.876146433,,,,,0.290689508,60.0
YLR303W,1.0,0.814435607,0.592533202,0.641216525,0.54639632,0.773079508,0.628714734,0.454009201,0.264191239,50.0
YLR098C,1.0,0.732461256,0.644457514,0.528408769,0.94286193,,0.766081587,0.332243152,0.228535944,50.0
YGR008C,1.0,1.194762533,0.979279372,0.787805964,1.172364632,0.728343956,0.575608047,,0.395917456,60.0
YDL093W,1.0,0.956846976,0.646869324,,0.694937542,,0.629942802,0.634737122,0.386059366,60.0
YMR176W,1.0,,0.981798316,1.120170922,0.996334387,,0.676807249,0.473931564,0.326953998,50.0
YCL039W,1.0,,1.157581619,1.183160137,1.045002672,,0.548920729,0.518087259,0.459225351,60.0
YCR020C,1.0,0.967447683,0.853241081,0.939352497,0.981790101,0.599332051,0.572474213,0.305794278,0.576873311,50.0
YMR045C,1.0,1.136291681,0.981428284,1.103578153,0.804869585,,0.564829359,0.808474099,0.34767604,60.0
YOR052C,1.0,0.683553974,1.187105586,0.881183532,0.885761741,0.531504936,0.979984324,,0.25257101,60.0
YMR313C,1.0,0.840632107,0.707877035,0.885419792,,,0.780304326,0.663427883,0.384001795,60.0
YGR133W,1.0,1.170813741,0.725369158,,,,0.627950416,0.7491374,0.283609184,60.0
YDR177W,1.0,1.095164043,0.654431564,0.713200001,,0.616815363,,0.295336712,0.373011124,50.0
YOL089C,1.0,0.672719677,0.581814064,,,,,0.373714508,0.222856837,50.0
YNL281W,1.0,0.662400987,0.824092598,,1.172657407,,0.769407069,0.260444765,0.305959542,50.0
YOR186W,1.0,,0.576187434,0.690497965,,,0.504166037,0.478886798,0.56872145,50.0
YBR216C,1.0,0.885315371,0.994863534,,,1.118725307,0.680393784,0.323475766,0.429090487,50.0
YDR274C,1.0,0.578478283,0.824944073,0.726408145,0.574057557,1.029843126,0.596470821,,0.27439289,60.0
YER174C,1.0,0.86418111,0.622249447,,,,,,0.303604407,60.0
